area,cases,date
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",294,2020-12-13
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,1398,2020-12-13
FEDERAL PRISON IN LOMPOC,1031,2020-12-13
CITY OF SANTA MARIA,5105,2020-12-13
COMMUNITY OF ORCUTT,617,2020-12-13
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",563,2020-12-13
Out of County,0,2020-12-13
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",355,2020-12-12
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,1874,2020-12-12
CITY OF GOLETA,446,2020-12-12
COMMUNITY OF ISLA VISTA,568,2020-12-12
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,359,2020-12-12
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",293,2020-12-12
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,1389,2020-12-12
FEDERAL PRISON IN LOMPOC,1031,2020-12-12
CITY OF SANTA MARIA,5057,2020-12-12
COMMUNITY OF ORCUTT,612,2020-12-12
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",557,2020-12-12
Out of County,0,2020-12-12
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",345,2020-12-11
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,1833,2020-12-11
CITY OF GOLETA,436,2020-12-11
COMMUNITY OF ISLA VISTA,558,2020-12-11
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,355,2020-12-11
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",289,2020-12-11
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,1355,2020-12-11
FEDERAL PRISON IN LOMPOC,1031,2020-12-11
CITY OF SANTA MARIA,5005,2020-12-11
COMMUNITY OF ORCUTT,608,2020-12-11
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",549,2020-12-11
Out of County,0,2020-12-11
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",342,2020-12-10
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,1825,2020-12-10
CITY OF GOLETA,432,2020-12-10
COMMUNITY OF ISLA VISTA,558,2020-12-10
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,353,2020-12-10
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",287,2020-12-10
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,1342,2020-12-10
FEDERAL PRISON IN LOMPOC,1031,2020-12-10
CITY OF SANTA MARIA,4993,2020-12-10
COMMUNITY OF ORCUTT,601,2020-12-10
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",547,2020-12-10
Out of County,0,2020-12-10
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",337,2020-12-09
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,1797,2020-12-09
CITY OF GOLETA,423,2020-12-09
COMMUNITY OF ISLA VISTA,555,2020-12-09
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,344,2020-12-09
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",280,2020-12-09
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,1316,2020-12-09
FEDERAL PRISON IN LOMPOC,1031,2020-12-09
CITY OF SANTA MARIA,4941,2020-12-09
COMMUNITY OF ORCUTT,588,2020-12-09
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",540,2020-12-09
Out of County,0,2020-12-09
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",331,2020-12-08
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,1778,2020-12-08
CITY OF GOLETA,417,2020-12-08
COMMUNITY OF ISLA VISTA,555,2020-12-08
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,338,2020-12-08
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",276,2020-12-08
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,1297,2020-12-08
FEDERAL PRISON IN LOMPOC,1029,2020-12-08
CITY OF SANTA MARIA,4893,2020-12-08
COMMUNITY OF ORCUTT,578,2020-12-08
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",535,2020-12-08
Out of County,0,2020-12-08
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",327,2020-12-07
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,1757,2020-12-07
CITY OF GOLETA,414,2020-12-07
COMMUNITY OF ISLA VISTA,553,2020-12-07
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,334,2020-12-07
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",271,2020-12-07
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,1275,2020-12-07
FEDERAL PRISON IN LOMPOC,1029,2020-12-07
CITY OF SANTA MARIA,4853,2020-12-07
COMMUNITY OF ORCUTT,564,2020-12-07
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",531,2020-12-07
Out of County,0,2020-12-07
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",307,2020-12-04
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,1659,2020-12-04
CITY OF GOLETA,392,2020-12-04
COMMUNITY OF ISLA VISTA,538,2020-12-04
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,319,2020-12-04
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",255,2020-12-04
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,1202,2020-12-04
FEDERAL PRISON IN LOMPOC,1027,2020-12-04
CITY OF SANTA MARIA,4731,2020-12-04
COMMUNITY OF ORCUTT,528,2020-12-04
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",523,2020-12-04
Out of County,0,2020-12-04
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",302,2020-12-03
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,1642,2020-12-03
CITY OF GOLETA,387,2020-12-03
COMMUNITY OF ISLA VISTA,536,2020-12-03
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,314,2020-12-03
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",252,2020-12-03
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,1188,2020-12-03
FEDERAL PRISON IN LOMPOC,1027,2020-12-03
CITY OF SANTA MARIA,4717,2020-12-03
COMMUNITY OF ORCUTT,525,2020-12-03
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",521,2020-12-03
Out of County,0,2020-12-03
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",292,2020-12-02
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,1629,2020-12-02
CITY OF GOLETA,378,2020-12-02
COMMUNITY OF ISLA VISTA,532,2020-12-02
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,310,2020-12-02
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",241,2020-12-02
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,1172,2020-12-02
FEDERAL PRISON IN LOMPOC,1027,2020-12-02
CITY OF SANTA MARIA,4678,2020-12-02
COMMUNITY OF ORCUTT,517,2020-12-02
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",519,2020-12-02
Out of County,0,2020-12-02
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",287,2020-12-01
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,1617,2020-12-01
CITY OF GOLETA,369,2020-12-01
COMMUNITY OF ISLA VISTA,530,2020-12-01
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,307,2020-12-01
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",238,2020-12-01
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,1154,2020-12-01
FEDERAL PRISON IN LOMPOC,1027,2020-12-01
CITY OF SANTA MARIA,4657,2020-12-01
COMMUNITY OF ORCUTT,510,2020-12-01
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",516,2020-12-01
Out of County,0,2020-12-01
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",286,2020-11-30
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,1613,2020-11-30
CITY OF GOLETA,367,2020-11-30
COMMUNITY OF ISLA VISTA,530,2020-11-30
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,305,2020-11-30
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",238,2020-11-30
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,1146,2020-11-30
FEDERAL PRISON IN LOMPOC,1027,2020-11-30
CITY OF SANTA MARIA,4650,2020-11-30
COMMUNITY OF ORCUTT,506,2020-11-30
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",515,2020-11-30
Out of County,0,2020-11-30
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",278,2020-11-25
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,1530,2020-11-25
CITY OF GOLETA,349,2020-11-25
COMMUNITY OF ISLA VISTA,517,2020-11-25
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,282,2020-11-25
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",223,2020-11-25
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,1099,2020-11-25
FEDERAL PRISON IN LOMPOC,1027,2020-11-25
CITY OF SANTA MARIA,4521,2020-11-25
COMMUNITY OF ORCUTT,481,2020-11-25
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",501,2020-11-25
Out of County,0,2020-11-25
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",278,2020-11-24
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,1516,2020-11-24
CITY OF GOLETA,345,2020-11-24
COMMUNITY OF ISLA VISTA,515,2020-11-24
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,282,2020-11-24
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",222,2020-11-24
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,1086,2020-11-24
FEDERAL PRISON IN LOMPOC,1027,2020-11-24
CITY OF SANTA MARIA,4520,2020-11-24
COMMUNITY OF ORCUTT,478,2020-11-24
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",501,2020-11-24
Out of County,0,2020-11-24
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",273,2020-11-23
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,1496,2020-11-23
CITY OF GOLETA,339,2020-11-23
COMMUNITY OF ISLA VISTA,510,2020-11-23
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,277,2020-11-23
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",220,2020-11-23
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,1069,2020-11-23
FEDERAL PRISON IN LOMPOC,1027,2020-11-23
CITY OF SANTA MARIA,4494,2020-11-23
COMMUNITY OF ORCUTT,470,2020-11-23
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",498,2020-11-23
Out of County,0,2020-11-23
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",271,2020-11-22
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,1486,2020-11-22
CITY OF GOLETA,338,2020-11-22
COMMUNITY OF ISLA VISTA,508,2020-11-22
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,271,2020-11-22
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",219,2020-11-22
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,1061,2020-11-22
FEDERAL PRISON IN LOMPOC,1027,2020-11-22
CITY OF SANTA MARIA,4475,2020-11-22
COMMUNITY OF ORCUTT,467,2020-11-22
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",498,2020-11-22
Out of County,0,2020-11-22
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",263,2020-11-21
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,1460,2020-11-21
CITY OF GOLETA,332,2020-11-21
COMMUNITY OF ISLA VISTA,501,2020-11-21
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,267,2020-11-21
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",218,2020-11-21
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,1047,2020-11-21
FEDERAL PRISON IN LOMPOC,1027,2020-11-21
CITY OF SANTA MARIA,4437,2020-11-21
COMMUNITY OF ORCUTT,461,2020-11-21
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",498,2020-11-21
Out of County,0,2020-11-21
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",260,2020-11-20
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,1449,2020-11-20
CITY OF GOLETA,330,2020-11-20
COMMUNITY OF ISLA VISTA,495,2020-11-20
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,262,2020-11-20
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",212,2020-11-20
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,1042,2020-11-20
FEDERAL PRISON IN LOMPOC,1027,2020-11-20
CITY OF SANTA MARIA,4397,2020-11-20
COMMUNITY OF ORCUTT,453,2020-11-20
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",494,2020-11-20
Out of County,0,2020-11-20
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",256,2020-11-19
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,1433,2020-11-19
CITY OF GOLETA,326,2020-11-19
COMMUNITY OF ISLA VISTA,491,2020-11-19
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,258,2020-11-19
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",210,2020-11-19
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,1031,2020-11-19
FEDERAL PRISON IN LOMPOC,1026,2020-11-19
CITY OF SANTA MARIA,4380,2020-11-19
COMMUNITY OF ORCUTT,451,2020-11-19
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",494,2020-11-19
Out of County,0,2020-11-19
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",254,2020-11-18
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,1423,2020-11-18
CITY OF GOLETA,322,2020-11-18
COMMUNITY OF ISLA VISTA,483,2020-11-18
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,255,2020-11-18
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",205,2020-11-18
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,1026,2020-11-18
FEDERAL PRISON IN LOMPOC,1026,2020-11-18
CITY OF SANTA MARIA,4366,2020-11-18
COMMUNITY OF ORCUTT,443,2020-11-18
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",490,2020-11-18
Out of County,0,2020-11-18
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",252,2020-11-17
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,1402,2020-11-17
CITY OF GOLETA,320,2020-11-17
COMMUNITY OF ISLA VISTA,474,2020-11-17
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,251,2020-11-17
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",199,2020-11-17
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,1014,2020-11-17
FEDERAL PRISON IN LOMPOC,1026,2020-11-17
CITY OF SANTA MARIA,4343,2020-11-17
COMMUNITY OF ORCUTT,438,2020-11-17
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",490,2020-11-17
Out of County,0,2020-11-17
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",250,2020-11-16
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,1395,2020-11-16
CITY OF GOLETA,319,2020-11-16
COMMUNITY OF ISLA VISTA,471,2020-11-16
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,250,2020-11-16
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",198,2020-11-16
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,1010,2020-11-16
FEDERAL PRISON IN LOMPOC,1026,2020-11-16
CITY OF SANTA MARIA,4331,2020-11-16
COMMUNITY OF ORCUTT,436,2020-11-16
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",490,2020-11-16
Out of County,0,2020-11-16
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",243,2020-11-13
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,1364,2020-11-13
CITY OF GOLETA,309,2020-11-13
COMMUNITY OF ISLA VISTA,464,2020-11-13
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,247,2020-11-13
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",192,2020-11-13
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,1000,2020-11-13
FEDERAL PRISON IN LOMPOC,1026,2020-11-13
CITY OF SANTA MARIA,4273,2020-11-13
COMMUNITY OF ORCUTT,422,2020-11-13
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",480,2020-11-13
Out of County,0,2020-11-13
"SOUTH COUNTY UNINCORPORATED AREA includes communities of Montecito, Summerland and the City of Carpinteria",236,2020-11-12
CITY OF SANTA BARBARA and the unincorporated area of Mission Canyon,1354,2020-11-12
CITY OF GOLETA,307,2020-11-12
COMMUNITY OF ISLA VISTA,459,2020-11-12
UNINCORPORATED AREA OF THE GOLETA VALLEY AND GAVIOTA,238,2020-11-12
"SANTA YNEZ VALLEY including the Cities of Solvang & Buellton, and the communities of Santa Ynez, Los Alamos, Los Olivos and Ballard",188,2020-11-12
CITY OF LOMPOC and the communities of Mission Hills and Vandenberg Village,992,2020-11-12
FEDERAL PRISON IN LOMPOC,1026,2020-11-12
CITY OF SANTA MARIA,4257,2020-11-12
COMMUNITY OF ORCUTT,417,2020-11-12
"UNINCORPORATED AREAS of Sisquoc, Casmalia, Garey, Cuyama, New Cuyama, and the City of Guadalupe",479,2020-11-12
